【73V32】中学校学習指導要領（平成20年告示：平成27年一部改正）コード表　Ver 3.2,,,
教科等,No,学習指導要領テキスト,学習指導要領コード
社会,382,"イ  民主政治と政治参加
　地方自治の基本的な考え方について理解させる。その際，地方公共団体の政治の仕組みについて理解させるとともに，住民の権利や義務に関連させて，地方自治の発展に寄与しようとする住民としての自治意識の基礎を育てる。また，国会を中心とする我が国の民主政治の仕組みのあらましや政党の役割を理解させ，議会制民主主義の意義について考えさせるとともに，多数決の原理とその運用の在り方について理解を深めさせる。さらに，国民の権利を守り，社会の秩序を維持するために，法に基づく公正な裁判の保障があることについて理解させるとともに，民主政治の推進と，公正な世論の形成や国民の政治参加との関連について考えさせる。その際，選挙の意義について考えさせる。",7323233320000000
社会,383,(4）私たちと国際社会の諸課題,7323233400000000
社会,384,"ア　世界平和と人類の福祉の増大
　世界平和の実現と人類の福祉の増大のためには，国際協調の観点から，国家間の相互の主権の尊重と協力，各国民の相互理解と協力及び国際連合をはじめとする国際機構などの役割が大切であることを認識させ，国際社会における我が国の役割について考えさせる。その際，日本国憲法の平和主義について理解を深め，我が国の安全と防衛及び国際貢献について考えさせるとともに，核兵器などの脅威に着目させ，戦争を防止し，世界平和を確立するための熱意と協力の態度を育てる。また，地球環境，資源・エネルギー，貧困などの課題の解決のために経済的，技術的な協力などが大切であることを理解させる。",7323233410000000
社会,385,"イ  よりよい社会を目指して
　持続可能な社会を形成するという観点から，私たちがよりよい社会を築いていくために解決すべき課題を探究させ，自分の考えをまとめさせる。",7323233420000000
社会,386,３　内容の取扱い,7323235000000000
社会,387,(1) 内容の取扱いについては，次の事項に配慮するものとする。 ,7323235100000000
社会,388,ア  地理的分野及び歴史的分野の学習の成果を活用するとともに，これらの分野で育成された能力や態度が，更に高まり発展するようにすること。また，社会的事象は相互に関連し合っていることに留意し，特定の内容に偏ることなく，分野全体として見通しをもったまとまりのある学習が展開できるようにすること。,7323235110000000
社会,389,イ　生徒が内容の基本的な意味を理解できるように配慮し，日常の社会生活と関連付けながら具体的事例を通して政治や経済などについての見方や考え方の基礎が養えるようにすること。その際，制度や仕組みの意義や働きについて理解を深めさせるようにすること。,7323235120000000
社会,390,ウ　分野全体を通して，習得した知識を活用して，社会的事象について考えたことを説明させたり，自分の意見をまとめさせたりすることにより，思考力，判断力，表現力等を養うこと。また，考えさせる場合には，資料を読み取らせて解釈させたり，議論などを行って考えを深めさせたりするなどの工夫をすること。,7323235130000000
社会,391,(2) 内容の(1)については，次のとおり取り扱うものとする。,7323235200000000
社会,392,ア　アについては，次のとおり取り扱うものとすること。,7323235210000000
社会,393,(ｱ) 地理的分野，歴史的分野との関連を図り，現代社会の特色をとらえさせるようにすること。,7323235211000000
社会,394,(ｲ)「現代社会における文化の意義や影響」については，科学，芸術，宗教などを取り上げ，社会生活とのかかわりなどについて学習できるように工夫すること。「我が国の伝統と文化」については，歴史的分野における学習の成果を生かして特色あるものを扱うこと。,7323235212000000
社会,395,イ　(1)については公民的分野の導入部として位置付け，ア，イの順で行うものとし，適切かつ十分な授業時数を配当すること。,7323235220000000
社会,396,(3) 内容の(2)については，次のとおり取り扱うものとする。 ,7323235300000000
社会,397,ア  アについては，身近で具体的な事例を取り上げ，個人や企業の経済活動が様々な条件の中での選択を通じて行われるという点に着目させるとともに，市場における価格の決まり方や資源の配分について理解させること。その際，市場における取引が貨幣を通して行われていることに気付かせること。,7323235310000000
社会,398,イ　イの「消費者の保護」については，消費者の自立の支援なども含めた消費者行政を取り扱うこと。「財政」については，少子高齢社会など現代社会の特色を踏まえて考えさせること。,7323235320000000
社会,399,(4) 内容の(3)については，次のとおり取り扱うものとする。 ,7323235400000000
社会,400,ア　アについては，日常の具体的な事例を取り上げ，日本国憲法の基本的な考え方を理解させること。 ,7323235410000000
社会,401,イ　イについては，次のとおり取り扱うものとすること。 ,7323235420000000
社会,402,(ｱ) 調査や見学などを通して具体的に理解させること。 ,7323235421000000
社会,403,(ｲ) 「法に基づく公正な裁判の保障」に関連させて，裁判員制度についても触れること。,7323235422000000
社会,404,(5) 内容の(4)については，次のとおり取り扱うものとする。,7323235500000000
社会,405,ア　アについては，次のとおり取り扱うものとすること。,7323235510000000
社会,406,(ｱ) 地理的分野，歴史的分野との関連を図り，その学習の成果を生かす工夫を行うこと。 ,7323235511000000
社会,407,(ｲ) 「世界平和の実現」については，領土（領海，領空を含む），国家主権，主権の相互尊重，国際連合の働きなど基本的な事項を踏まえて理解させるように留意すること。,7323235512000000
社会,408,(ｳ)「国家間の相互の主権の尊重と協力」との関連で，国旗及び国歌の意義並びにそれらを相互に尊重することが国際的な儀礼であることを理解させ，それらを尊重する態度を育てるよう配慮すること。,7323235513000000
社会,409,(ｴ) 国際社会における文化や宗教の多様性についても触れること。,7323235514000000
社会,410,イ　イについては，次のとおり取り扱うものとすること。,7323235520000000
社会,411,(ｱ) 身近な地域の生活や我が国の取組との関連性に着目させ，世界的な視野と地域的な視点に立って探究させること。,7323235521000000
社会,412,(ｲ) イについては，社会科のまとめとして位置付け，適切かつ十分な授業時数を配当すること。,7323235522000000
社会,413,第３　指導計画の作成と内容の取扱い,7320300000000000
社会,414,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,7320300100000000
社会,415,(1) 小学校社会科の内容との関連及び各分野相互の有機的な関連を図るとともに，地理的分野及び歴史的分野の基礎の上に公民的分野の学習を展開するこの教科の基本的な構造に留意して，全体として教科の目標が達成できるようにする必要があること。,7320300110000000
社会,416,(2) 各分野の履修については，第１，第２学年を通じて地理的分野と歴史的分野を並行して学習させることを原則とし，第３学年において歴史的分野及び公民的分野を学習させること。各分野に配当する授業時数は，地理的分野120単位時間，歴史的分野130単位時間，公民的分野100単位時間とすること。これらの点に留意し，各学校で創意工夫して適切な指導計画を作成すること。,7320300120000000
社会,417,(3) 知識に偏り過ぎた指導にならないようにするため，基本的な事項・事柄を厳選して指導内容を構成するものとし，基本的な内容が確実に身に付くよう指導すること。また，生徒の主体的な学習を促し，課題を解決する能力を一層培うため，各分野において，第２の内容の範囲や程度に十分配慮しつつ事項を再構成するなどの工夫をして，適切な課題を設けて行う学習の充実を図るようにすること。,7320300130000000
社会,418,(4) 第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，社会科の特質に応じて適切な指導をすること。,7320300140000001
社会,419,２　指導の全般にわたって，資料を選択し活用する学習活動を重視するとともに作業的，体験的な学習の充実を図るようにする。その際，地図や年表を読みかつ作成すること，新聞，読み物，統計その他の資料に平素から親しみ適切に活用すること，観察や調査などの過程と結果を整理し報告書にまとめ，発表することなどの活動を取り入れるようにする。また，資料の収集，処理や発表などに当たっては，コンピュータや情報通信ネットワークなどを積極的に活用し，指導に生かすことで，生徒が興味・関心をもって学習に取り組めるようにするとともに，生徒が主体的に情報手段を活用できるよう配慮するものとする。その際，情報モラルの指導にも配慮するものとする。,7320300200000000
社会,420,３　内容の指導に当たっては，教育基本法第14条及び第15条の規定に基づき，適切に行うよう特に慎重に配慮して，政治及び宗教に関する教育を行うものとする。,7320300300000000
数学,421,第３節　数学,7350000000000000
数学,422,"第１　目標
　数学的活動を通して，数量や図形などに関する基礎的な概念や原理・法則についての理解を深め，数学的な表現や処理の仕方を習得し，事象を数理的に考察し表現する能力を高めるとともに，数学的活動の楽しさや数学のよさを実感し，それらを活用して考えたり判断したりしようとする態度を育てる。",7350100000000000
数学,423,第２　各学年の目標及び内容,7350200000000000
数学,424,〔第１学年〕,7350210000000000
数学,425,１　目標,7350212000000000
数学,426,(1) 数を正の数と負の数まで拡張し，数の概念についての理解を深める。また，文字を用いることや方程式の必要性と意味を理解するとともに，数量の関係や法則などを一般的にかつ簡潔に表現して処理したり，一元一次方程式を用いたりする能力を培う。,7350212100000000
数学,427,(2) 平面図形や空間図形についての観察，操作や実験などの活動を通して，図形に対する直観的な見方や考え方を深めるとともに，論理的に考察し表現する能力を培う。,7350212200000000
数学,428,(3) 具体的な事象を調べることを通して，比例，反比例についての理解を深めるとともに，関数関係を見いだし表現し考察する能力を培う。,7350212300000000
数学,429,(4) 目的に応じて資料を収集して整理し，その資料の傾向を読み取る能力を培う。,7350212400000000
数学,430,２　内容,7350213000000000
数学,431,Ａ　数と式,7350213100000000
数学,432,(1) 具体的な場面を通して正の数と負の数について理解し，その四則計算ができるようにするとともに，正の数と負の数を用いて表現し考察することができるようにする。,7350213110000000
数学,433,ア　正の数と負の数の必要性と意味を理解すること。,7350213111000000
数学,434,イ　小学校で学習した数の四則計算と関連付けて，正の数と負の数の四則計算の意味を理解すること。,7350213112000000
数学,435,ウ　正の数と負の数の四則計算をすること。,7350213113000000
数学,436,エ　具体的な場面で正の数と負の数を用いて表したり処理したりすること。,7350213114000000
数学,437,(2) 文字を用いて数量の関係や法則などを式に表現したり式の意味を読み取ったりする能力を培うとともに，文字を用いた式の計算ができるようにする。,7350213120000000
数学,438,ア　文字を用いることの必要性と意味を理解すること。,7350213121000000
数学,439,イ　文字を用いた式における乗法と除法の表し方を知ること。,7350213122000000
数学,440,ウ　簡単な一次式の加法と減法の計算をすること。,7350213123000000
数学,441,エ　数量の関係や法則などを文字を用いた式に表すことができることを理解し，式を用いて表したり読み取ったりすること。,7350213124000000
数学,442,(3) 方程式について理解し，一元一次方程式を用いて考察することができるようにする。,7350213130000000
数学,443,ア　方程式の必要性と意味及び方程式の中の文字や解の意味を理解すること。,7350213131000000
数学,444,イ　等式の性質を基にして，方程式が解けることを知ること。,7350213132000000
数学,445,ウ　簡単な一元一次方程式を解くこと及びそれを具体的な場面で活用すること。,7350213133000000
数学,446,〔用語・記号〕,7350213140000000
数学,447,自然数,7350213141000000
数学,448,符号　,7350213142000000
数学,449,絶対値,7350213143000000
数学,450,項,7350213144000000
数学,451,係数,7350213145000000
数学,452,移項,7350213146000000
数学,453,≦,7350213147000000
数学,454,≧,7350213148000000
数学,455,Ｂ　図形,7350213200000000
数学,456,(1) 観察，操作や実験などの活動を通して，見通しをもって作図したり図形の関係について調べたりして平面図形についての理解を深めるとともに，論理的に考察し表現する能力を培う。,7350213210000000
数学,457,ア　角の二等分線，線分の垂直二等分線，垂線などの基本的な作図の方法を理解し，それを具体的な場面で活用すること。,7350213211000000
数学,458,イ　平行移動，対称移動及び回転移動について理解し，二つの図形の関係について調べること。,7350213212000000
数学,459,(2) 観察，操作や実験などの活動を通して，空間図形についての理解を深めるとともに，図形の計量についての能力を伸ばす。,7350213220000000
数学,460,ア　空間における直線や平面の位置関係を知ること。,7350213221000000
数学,461,イ　空間図形を直線や平面図形の運動によって構成されるものととらえたり，空間図形を平面上に表現して平面上の表現から空間図形の性質を読み取ったりすること。,7350213222000000
数学,462,ウ　扇形の弧の長さと面積並びに基本的な柱体，錐《すい》体及び球の表面積と体積を求めること。,7350213223000000
数学,463,〔用語・記号〕,7350213230000000
数学,464,弧,7350213231000000
数学,465,弦　,7350213232000000
数学,466,回転体,7350213233000000
数学,467,ねじれの位置,7350213234000000
数学,468,π,7350213235000000
数学,469,//,7350213236000000
数学,470,⊥,7350213237000000
数学,471,∠,7350213238000000
数学,472,△　,7350213239000000
数学,473, Ｃ　関数,7350213300000000
数学,474,(1) 具体的な事象の中から二つの数量を取り出し，それらの変化や対応を調べることを通して，比例，反比例の関係についての理解を深めるとともに，関数関係を見いだし表現し考察する能力を培う。,7350213310000000
数学,475,ア　関数関係の意味を理解すること。,7350213311000000
数学,476,イ　比例，反比例の意味を理解すること。,7350213312000000
数学,477,ウ　座標の意味を理解すること。,7350213313000000
数学,478,エ　比例，反比例を表，式，グラフなどで表し，それらの特徴を理解すること。,7350213314000000
数学,479,オ　比例，反比例を用いて具体的な事象をとらえ説明すること。,7350213315000000
数学,480,〔用語・記号〕,7350213320000000
数学,481,関数　,7350213321000000
数学,482,変数,7350213322000000
数学,483,変域,7350213323000000
数学,484,Ｄ　資料の活用,7350213400000000
数学,485,(1) 目的に応じて資料を収集し，コンピュータを用いたりするなどして表やグラフに整理し，代表値や資料の散らばりに着目してその資料の傾向を読み取ることができるようにする。,7350213410000000
数学,486,ア　ヒストグラムや代表値の必要性と意味を理解すること。,7350213411000000
数学,487,イ　ヒストグラムや代表値を用いて資料の傾向をとらえ説明すること。,7350213412000000
数学,488,〔用語・記号〕,7350213420000000
数学,489,平均値,7350213421000000
数学,490,中央値　,7350213422000000
数学,491,最頻値　,7350213423000000
数学,492,相対度数　,7350213424000000
数学,493,範囲　,7350213425000000
数学,494,階級,7350213426000000
数学,495,〔数学的活動〕,7350213500000000
数学,496,(1) 「Ａ数と式」，「Ｂ図形」，「Ｃ関数」及び「Ｄ資料の活用」の学習やそれらを相互に関連付けた学習において，次のような数学的活動に取り組む機会を設けるものとする。,7350213510000000
数学,497,ア　既習の数学を基にして，数や図形の性質などを見いだす活動,7350213511000000
数学,498,イ　日常生活で数学を利用する活動,7350213512000000
数学,499,ウ　数学的な表現を用いて，自分なりに説明し伝え合う活動,7350213533000000
数学,500,３　内容の取扱い,7350215000000000
数学,501,(1) 内容の「Ａ数と式」の(1)に関連して，数の集合と四則計算の可能性を取り扱うものとする。,7350215100000000
数学,502,(2) 内容の「Ａ数と式」の(2)のエに関連して，大小関係を不等式を用いて表すことを取り扱うものとする。,7350215200000000
数学,503,(3) 内容の「Ａ数と式」の(3)のウに関連して，簡単な比例式を解くことを取り扱うものとする。,7350215300000000
数学,504,(4) 内容の「Ｂ図形」の(1)のアに関連して，円の接線はその接点を通る半径に垂直であることを取り扱うものとする。,7350215400000000
数学,505,(5) 内容の「Ｂ図形」の(2)のイについては，見取図，展開図や投影図を取り扱うものとする。,7350215500000000
数学,506,(6) 内容の「Ｄ資料の活用」の(1)に関連して，誤差や近似値，a×10ｎの形の表現を取り扱うものとする。,7350215600000000
数学,507,〔第２学年〕,7350220000000000
数学,508,１　目標,7350222000000000
数学,509,(1) 文字を用いた式について，目的に応じて計算したり変形したりする能力を養うとともに，連立二元一次方程式について理解し用いる能力を培う。,7350222100000000
数学,510,(2) 基本的な平面図形の性質について，観察，操作や実験などの活動を通して理解を深めるとともに，図形の性質の考察における数学的な推論の必要性と意味及びその方法を理解し，論理的に考察し表現する能力を養う。,7350222200000000
数学,511,(3) 具体的な事象を調べることを通して，一次関数について理解するとともに，関数関係を見いだし表現し考察する能力を養う。,7350222300000000
数学,512,(4) 不確定な事象を調べることを通して，確率について理解し用いる能力を培う。,7350222400000000
数学,513,２　内容,7350223000000000
数学,514,Ａ　数と式,7350223100000000
数学,515,(1) 具体的な事象の中に数量の関係を見いだし，それを文字を用いて式に表現したり式の意味を読み取ったりする能力を養うとともに，文字を用いた式の四則計算ができるようにする。,7350223110000000
数学,516,ア　簡単な整式の加法，減法及び単項式の乗法，除法の計算をすること。,7350223111000000
数学,517,イ　文字を用いた式で数量及び数量の関係をとらえ説明できることを理解すること。,7350223112000000
数学,518,ウ　目的に応じて，簡単な式を変形すること。,7350223113000000
数学,519,(2) 連立二元一次方程式について理解し，それを用いて考察することができるようにする。,7350223120000000
数学,520,ア　二元一次方程式とその解の意味を理解すること。,7350223121000000
数学,521,イ　連立二元一次方程式の必要性と意味及びその解の意味を理解すること。,7350223122000000
数学,522,ウ　簡単な連立二元一次方程式を解くこと及びそれを具体的な場面で活用すること。,7350223123000000
数学,523,〔用語・記号〕,7350223130000000
数学,524,同類項,7350223131000000
数学,525,Ｂ　図形,7350223200000000
数学,526,(1) 観察，操作や実験などの活動を通して，基本的な平面図形の性質を見いだし，平行線の性質を基にしてそれらを確かめることができるようにする。,7350223210000000
数学,527,ア　平行線や角の性質を理解し，それに基づいて図形の性質を確かめ説明すること。,7350223211000000
数学,528,イ　平行線の性質や三角形の角についての性質を基にして，多角形の角についての性質が見いだせることを知ること。,7350223212000000
数学,529,(2) 図形の合同について理解し図形についての見方を深めるとともに，図形の性質を三角形の合同条件などを基にして確かめ，論理的に考察し表現する能力を養う。,7350223220000000
数学,530,ア　平面図形の合同の意味及び三角形の合同条件について理解すること。,7350223221000000
数学,531,イ　証明の必要性と意味及びその方法について理解すること。,7350223222000000
数学,532,ウ　三角形の合同条件などを基にして三角形や平行四辺形の基本的な性質を論理的に確かめたり，図形の性質の証明を読んで新たな性質を見いだしたりすること。,7350223223000000
数学,533,〔用語・記号〕,7350223230000000
数学,534,対頂角　,7350223231000000
数学,535,内角　,7350223232000000
数学,536,外角　,7350223233000000
数学,537,定義　,7350223234000000
数学,538,証明　,7350223235000000
数学,539,逆　,7350223236000000
数学,540,≡,7350223237000000
数学,541,Ｃ　関数,7350223300000000
数学,542,(1) 具体的な事象の中から二つの数量を取り出し，それらの変化や対応を調べることを通して，一次関数について理解するとともに，関数関係を見いだし表現し考察する能力を養う。,7350223310000000
数学,543,ア　事象の中には一次関数としてとらえられるものがあることを知ること。,7350223311000000
数学,544,イ　一次関数について，表，式，グラフを相互に関連付けて理解すること。,7350223312000000
数学,545,ウ　二元一次方程式を関数を表す式とみること。,7350223313000000
数学,546,エ　一次関数を用いて具体的な事象をとらえ説明すること。,7350223314000000
数学,547,〔用語・記号〕,7350223320000000
数学,548,変化の割合,7350223321000000
数学,549,傾き,7350223322000000
数学,550,Ｄ　資料の活用,7350223400000000
数学,551,(1) 不確定な事象についての観察や実験などの活動を通して，確率について理解し，それを用いて考察し表現することができるようにする。,7350223410000000
数学,552,ア　確率の必要性と意味を理解し，簡単な場合について確率を求めること。,7350223411000000
数学,553,イ　確率を用いて不確定な事象をとらえ説明すること。,7350223412000000
数学,554,〔数学的活動〕,7350223500000000
数学,555,(1)「Ａ数と式」，「Ｂ図形」，「Ｃ関数」及び「Ｄ資料の活用」の学習やそれらを相互に関連付けた学習において，次のような数学的活動に取り組む機会を設けるものとする。,7350223510000000
数学,556,ア　既習の数学を基にして，数や図形の性質などを見いだし，発展させる活動,7350223511000000
数学,557,イ　日常生活や社会で数学を利用する活動,7350223512000000
数学,558,ウ　数学的な表現を用いて，根拠を明らかにし筋道立てて説明し伝え合う活動,7350223513000000
数学,559,３　内容の取扱い,7350225000000000
数学,560,(1) 内容の「Ｂ図形」の(2)のウに関連して，正方形，ひし形，長方形が平行四辺形の特別な形であることを取り扱うものとする。,7350225100000000
数学,561,〔第３学年〕,7350230000000000
数学,562,１　目標,7350232000000000
数学,563,(1) 数の平方根について理解し，数の概念についての理解を深める。また，目的に応じて計算したり式を変形したりする能力を伸ばすとともに，二次方程式について理解し用いる能力を培う。,7350232100000000
数学,564,(2) 図形の相似，円周角と中心角の関係や三平方の定理について，観察，操作や実験などの活動を通して理解し，それらを図形の性質の考察や計量に用いる能力を伸ばすとともに，図形について見通しをもって論理的に考察し表現する能力を伸ばす。,7350232200000000
数学,565,(3) 具体的な事象を調べることを通して，関数y＝ax２について理解するとともに，関数関係を見いだし表現し考察する能力を伸ばす。,7350232300000000
数学,566,(4) 母集団から標本を取り出し，その傾向を調べることで，母集団の傾向を読み取る能力を培う。,7350232400000000
数学,567,２　内容,7350233000000000
数学,568,Ａ　数と式,7350233100000000
数学,569,(1) 正の数の平方根について理解し，それを用いて表現し考察することができるようにする。,7350233110000000
数学,570,ア　数の平方根の必要性と意味を理解すること。,7350233111000000
数学,571,イ　数の平方根を含む簡単な式の計算をすること。,7350233112000000
数学,572,ウ　具体的な場面で数の平方根を用いて表したり処理したりすること。,7350233113000000
数学,573,(2) 文字を用いた簡単な多項式について，式の展開や因数分解ができるようにするとともに，目的に応じて式を変形したりその意味を読み取ったりする能力を伸ばす。,7350233120000000
数学,574,ア　単項式と多項式の乗法及び多項式を単項式で割る除法の計算をすること。,7350233121000000
数学,575,イ　簡単な一次式の乗法の計算及び次の公式を用いる簡単な式の展開や因数分解をすること。,7350233122000000
数学,576,(a＋b)２＝a２＋2ab＋b２,7350233122100000
数学,577,(a－b)２＝a２－2ab＋b２,7350233122200000
数学,578,(a＋b)(a－b)＝a２－b２,7350233122300000
数学,579,(x＋a)(x＋b)＝x２＋(a＋b)x＋ab,7350233122400000
数学,580,ウ　文字を用いた式で数量及び数量の関係をとらえ説明すること。,7350233123000000
数学,581,(3) 二次方程式について理解し，それを用いて考察することができるようにする。,7350233130000000
数学,582,ア　二次方程式の必要性と意味及びその解の意味を理解すること。,7350233131000000
数学,583,イ　因数分解したり平方の形に変形したりして二次方程式を解くこと。,7350233132000000
数学,584,ウ　解の公式を知り，それを用いて二次方程式を解くこと。,7350233133000000
数学,585,エ　二次方程式を具体的な場面で活用すること。,7350233134000000
数学,586,〔用語・記号〕,7350233140000000
数学,587,根号　,7350233141000000
数学,588,有理数　,7350233142000000
数学,589,無理数　,7350233143000000
数学,590,因数　,7350233144000000
数学,591,√,7350233145000000
数学,592,Ｂ　図形,7350233200000000
数学,593,(1) 図形の性質を三角形の相似条件などを基にして確かめ，論理的に考察し表現する能力を伸ばし，相似な図形の性質を用いて考察することができるようにする。,7350233210000000
数学,594,ア　平面図形の相似の意味及び三角形の相似条件について理解すること。,7350233211000000
数学,595,イ　三角形の相似条件などを基にして図形の基本的な性質を論理的に確かめること。,7350233212000000
数学,596,ウ　平行線と線分の比についての性質を見いだし，それらを確かめること。,7350233213000000
数学,597,エ　基本的な立体の相似の意味と，相似な図形の相似比と面積比及び体積比の関係について理解すること。,7350233214000000
数学,598,オ　相似な図形の性質を具体的な場面で活用すること。,7350233215000000
数学,599,(2) 観察，操作や実験などの活動を通して，円周角と中心角の関係を見いだして理解し，それを用いて考察することができるようにする。,7350233220000000
数学,600,ア　円周角と中心角の関係の意味を理解し，それが証明できることを知ること。,7350233221000000
数学,601,イ　円周角と中心角の関係を具体的な場面で活用すること。,7350233222000000
数学,602,(3) 観察，操作や実験などの活動を通して，三平方の定理を見いだして理解し，それを用いて考察することができるようにする。,7350233230000000
数学,603,ア　三平方の定理の意味を理解し，それが証明できることを知ること。,7350233231000000
数学,604,イ　三平方の定理を具体的な場面で活用すること。,7350233232000000
数学,605,〔用語・記号〕,7350233240000000
数学,606,∽,7350233241000000
数学,607,Ｃ　関数,7350233300000000
数学,608,(1) 具体的な事象の中から二つの数量を取り出し，それらの変化や対応を調べることを通して，関数y＝ax２について理解するとともに，関数関係を見いだし表現し考察する能力を伸ばす。,7350233310000000
数学,609,ア　事象の中には関数y＝ax２としてとらえられるものがあることを知ること。,7350233311000000
数学,610,イ　関数y＝ax２について，表，式，グラフを相互に関連付けて理解すること。,7350233312000000
数学,611,ウ　関数 y＝ax２を用いて具体的な事象をとらえ説明すること。,7350233313000000
数学,612,エ　いろいろな事象の中に，関数関係があることを理解すること。,7350233314000000
数学,613,Ｄ　資料の活用,7350233400000000
数学,614,(1) コンピュータを用いたりするなどして，母集団から標本を取り出し，標本の傾向を調べることで，母集団の傾向が読み取れることを理解できるようにする。,7350233410000000
数学,615,ア　標本調査の必要性と意味を理解すること。,7350233411000000
数学,616,イ　簡単な場合について標本調査を行い，母集団の傾向をとらえ説明すること。,7350233412000000
数学,617,〔用語・記号〕,7350233420000000
数学,618,全数調査,7350233421000000
数学,619,〔数学的活動〕,7350233500000000
数学,620,(1)「Ａ数と式」，「Ｂ図形」，「Ｃ関数」及び「Ｄ資料の活用」の学習やそれらを相互に関連付けた学習において，次のような数学的活動に取り組む機会を設けるものとする。,7350233510000000
数学,621,ア　既習の数学を基にして，数や図形の性質などを見いだし，発展させる活動,7350233511000000
数学,622,イ　日常生活や社会で数学を利用する活動,7350233512000000
数学,623,ウ　数学的な表現を用いて，根拠を明らかにし筋道立てて説明し伝え合う活動,7350233513000000
数学,624,３　内容の取扱い,7350235000000000
数学,625,(1) 内容の「Ａ数と式」の(2)などに関連して，自然数を素因数に分解することを取り扱うものとする。,7350235100000000
数学,626,(2) 内容の「Ａ数と式」の(3)については，実数の解をもつ二次方程式を取り扱うものとする。,7350235200000000
数学,627,(3) 内容の「Ａ数と式」の(3)のイについては，ax２＝b（a，bは有理数）の二次方程式及びx２＋px＋q＝0 (p，qは整数）の二次方程式を取り扱うものとする。因数分解して解くことの指導においては，内容の「Ａ数と式」の(2)のイに示した公式を用いることができるものを中心に取り扱うものとする。また，平方の形に変形して解くことの指導においては，xの係数が偶数であるものを中心に取り扱うものとする。,7350235300000000
数学,628,(4) 内容の「Ｂ図形」の(2)に関連して，円周角の定理の逆を取り扱うものとする。,7350235400000000
数学,629,第３　指導計画の作成と内容の取扱い,7350300000000000
数学,630,１　指導計画の作成に当たっては，次の事項に配慮するものとする。,7350300100000000
数学,631,(1) 第２の各学年の目標の達成に支障のない範囲内で，当該学年の内容の一部を軽く取り扱い，それを後の学年で指導することができる。また，学年の目標を逸脱しない範囲内で，後の学年の内容の一部を加えて指導することもできる。,7350300110000000
数学,632,(2) 生徒の学習を確実なものにするために，新たな内容を指導する際には，既に指導した関連する内容を意図的に再度取り上げ，学び直しの機会を設定することに配慮するものとする。,7350300120000000
数学,633,(3) 第１章総則の第１の２に示す道徳教育の目標に基づき，道徳科などとの関連を考慮しながら，第３章特別の教科道徳の第２に示す内容について，数学科の特質に応じて適切な指導をすること。,7350300130000001
数学,634,２　第２の内容の取扱いについては，次の事項に配慮するものとする。,7350300200000000
数学,635,(1) 第２の各学年の内容に示す〔用語・記号〕は，当該学年で取り扱う内容の程度や範囲を明確にするために示したものであり，その指導に当たっては，各学年の内容と密接に関連させて取り上げるよう配慮するものとする。,7350300210000000
数学,636,(2) 各領域の指導に当たっては，必要に応じ，そろばん，電卓，コンピュータや情報通信ネットワークなどを適切に活用し，学習の効果を高めるよう配慮するものとする。特に，数値計算にかかわる内容の指導や，観察，操作や実験などの活動を通した指導を行う際にはこのことに配慮するものとする。,7350300220000000
数学,637,３　数学的活動の指導に当たっては，次の事項に配慮するものとする。,7350300300000000
数学,638,(1) 数学的活動を楽しめるようにするとともに，数学を学習することの意義や数学の必要性などを実感する機会を設けること。,7350300310000000
数学,639,(2) 自ら課題を見いだし，解決するための構想を立て，実践し，その結果を評価・改善する機会を設けること。,7350300320000000
数学,640,(3) 数学的活動の過程を振り返り，レポートにまとめ発表することなどを通して，その成果を共有する機会を設けること。,7350300330000000
数学,641,４　課題学習とは，生徒の数学的活動への取組を促し思考力，判断力，表現力等の育成を図るため，各領域の内容を総合したり日常の事象や他教科等での学習に関連付けたりするなどして見いだした課題を解決する学習であり，この実施に当たっては各学年で指導計画に適切に位置付けるものとする。,7350300400000000
理科,642,第４節　理科,7360000000000000
理科,643,"第１　目標
　自然の事物・現象に進んでかかわり，目的意識をもって観察，実験などを行い，科学的に探究する能力の基礎と態度を育てるとともに自然の事物・現象についての理解を深め，科学的な見方や考え方を養う。",7360100000000000
理科,644,第２　各分野の目標及び内容,7360200000000000
理科,645,〔第１分野〕,7361200000000000
理科,646,１　目標,7361202000000000
理科,647,(1) 物質やエネルギーに関する事物・現象に進んでかかわり，その中に問題を見いだし意欲的に探究する活動を通して，規則性を発見したり課題を解決したりする方法を習得させる。,7361202100000000
理科,648,(2) 物理的な事物・現象についての観察，実験を行い，観察・実験技能を習得させ，観察，実験の結果を分析して解釈し表現する能力を育てるとともに，身近な物理現象，電流とその利用，運動とエネルギーなどについて理解させ，これらの事物・現象に対する科学的な見方や考え方を養う。,7361202200000000
理科,649,(3) 化学的な事物・現象についての観察，実験を行い，観察・実験技能を習得させ，観察，実験の結果を分析して解釈し表現する能力を育てるとともに，身の回りの物質，化学変化と原子・分子，化学変化とイオンなどについて理解させ，これらの事物・現象に対する科学的な見方や考え方を養う。,7361202300000000
理科,650,(4) 物質やエネルギーに関する事物・現象を調べる活動を行い，これらの活動を通して科学技術の発展と人間生活とのかかわりについて認識を深め，科学的に考える態度を養うとともに，自然を総合的に見ることができるようにする。,7361202400000000
理科,651,２　内容,7361203000000000
